,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
188,"['Disintegrating', 'Crumbling']",,100,"['causes_fear', 'causes_terror', 'construct']",,Monster,Monster,52,100,0,0,0,0,0,0,very_large,,,,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",large,6270,6270,6.75,wh2_dlc09_tmb_mon_necrosphinx_0,50,5500,400,0.73,45,3.6,150,0,35,43,550,2000,Necrosphinx,0,,4.0,,,,,,,,,,68,0,68,[],1
189,"['Disintegrating', 'Crumbling']",,100,"['causes_fear', 'causes_terror', 'construct']",,Monster,Monster,52,100,0,0,25,0,0,0,very_large,,,,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",large,6885,6885,6.75,wh2_dlc09_tmb_mon_necrosphinx_ror,60,5500,400,0.73,56,3.6,150,0,35,53,550,2350,The Sphinx of Usekph (Necrosphinx),0,,4.0,,,,,,,,,renown,68,0,68,[],1
190,"['Disintegrating', 'Crumbling']",,90,"['causes_fear', 'causes_terror', 'construct', 'guerrilla_deploy', 'hide_forest']",,Monster,Monster,45,75,0,0,0,0,0,0,very_large,,,,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",large,4515,4515,2.0,wh2_dlc09_tmb_mon_tomb_scorpion_0,55,2400,270,0.71,35,3.7,110,15,0,33,380,1000,Tomb Scorpion,0,,2.5,,,,,,,,,,50,0,50,[],1
191,"['Disintegrating', 'Crumbling']",200.0,95,"['causes_fear', 'causes_terror', 'construct']",6.0,Monster,Monster,64,100,0,0,0,0,0,0,very_large,,,,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",large,7239,7239,6.75,wh2_dlc09_tmb_veh_khemrian_warsphinx_0,55,5500,340,0.71,34,3.5,140,15,0,42,480,1800,Khemrian Warsphinx,0,1.0,4.0,140.0,13.0,0.36,23.0,0.0,0.0,36.0,1.0,,68,0,68,[],1
192,"['Disintegrating', 'Crumbling']",20.0,80,"['causes_fear', 'causes_terror', 'construct']",11.0,Monster,Specialist Artillery,20,38,0,0,0,0,0,0,very_large,66.0,102.0,4.0,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",large,9465,9465,9.0,wh2_pro06_tmb_mon_bone_giant_0,50,6500,300,0.75,30,4.0,100,0,0,25,400,1600,Bone Giant,0,1.0,2.4,350.0,360.0,0.8,90.0,0.0,200.0,450.0,1.0,,32,0,32,[],1
193,"['Disintegrating', 'Crumbling']",22.0,20,"['cant_run', 'causes_fear', 'undead']",16.0,War Machine,Catapult,5,20,0,0,0,0,0,0,very_large,65.0,30.0,5.0,tmb,"['Exiles of Nehek', 'Followers of Nagash', 'Court of Lybaras', 'Tomb Kings']",small,3267,1089,2.0,wh2_dlc09_tmb_art_screaming_skull_catapult_0,40,3000,3,0.15,10,4.4,17,0,0,6,20,700,Screaming Skull Catapults,0,1.0,2.6,380.0,120.0,0.8,30.0,0.0,0.0,150.0,1.0,,20,0,20,[],3
194,"['Heart Piercing', 'Honour or Death', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,35,44,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,3051,3051,2.2,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0,80,600,170,0.35,70,4.0,310,20,0,40,480,1050,Blood Dragon Vampire Lord,0,,0.7,,,,,,,,,,38,0,38,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
195,"['Heart Piercing', 'Honour or Death', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,110,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,60,108,0,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.0,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1,80,1500,170,0.35,70,4.0,310,20,0,40,480,1300,Blood Dragon Vampire Lord on Barded Nightmare,0,,1.4,,,,,,,,,,66,0,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
196,"['Heart Piercing', 'Honour or Death', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,60,95,130,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.3,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2,80,900,170,0.35,70,4.0,310,20,0,40,480,1500,Blood Dragon Vampire Lord on Hellsteed,0,,1.4,,,,,,,,,,105,105,65,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
197,"['Heart Piercing', 'Honour or Death', 'Pestilential Breath', 'Swarm of Flies', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,['Vampire Counts'],large,5583,5583,4.5,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3,80,2200,380,0.73,44,3.8,140,0,0,36,520,2200,Blood Dragon Vampire Lord on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
198,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,25,44,0,0,0,0,0,20,small,,,,vmp,['Vampire Counts'],small,2976,2976,2.2,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0,80,600,170,0.35,55,4.0,310,0,0,60,480,950,Lahmian Vampire Lord,0,,0.7,,,,,,,,,,38,0,38,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",1
199,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",,110,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,50,108,0,0,0,0,0,20,medium,,,,vmp,['Vampire Counts'],large,3435,3435,2.0,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1,80,1500,170,0.35,55,4.0,310,0,0,60,480,1200,Lahmian Vampire Lord on Barded Nightmare,0,,1.4,,,,,,,,,,66,0,66,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",1
200,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,50,95,130,0,0,0,0,20,medium,,,,vmp,['Vampire Counts'],large,3435,3435,2.3,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2,80,900,170,0.35,55,4.0,310,0,0,60,480,1400,Lahmian Vampire Lord on Hellsteed,0,,1.4,,,,,,,,,,105,105,65,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",1
201,"['Lightning Reflexes', 'Seduction', 'Pestilential Breath', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,['Vampire Counts'],large,5583,5583,4.5,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3,80,2200,380,0.73,40,3.8,140,0,0,48,520,2100,Lahmian Vampire Lord on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",1
202,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,20,44,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,3051,3051,2.2,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0,80,600,150,0.35,50,4.0,280,0,0,40,430,750,Necrarch Vampire Lord,0,,0.7,,,,,,,,,,38,0,38,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",1
203,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,45,108,0,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.0,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1,80,1500,150,0.35,50,4.0,280,0,0,40,430,1000,Necrarch Vampire Lord on Barded Nightmare,0,,1.4,,,,,,,,,,66,0,66,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",1
204,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,45,95,130,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.3,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2,80,900,150,0.35,50,4.0,280,0,0,40,430,1200,Necrarch Vampire Lord on Hellsteed,0,,1.4,,,,,,,,,,105,105,65,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",1
205,"['Dark Protection', 'Pestilential Breath', 'Arcane Conduit', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,['Vampire Counts'],large,5583,5583,4.5,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3,80,2200,380,0.73,42,3.8,140,0,0,40,520,2050,Necrarch Vampire Lord on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",1
206,"['Claws of Mourkain', 'Ghoul King of Ushoran', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",,15,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,35,60,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,4332,4332,2.2,wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0,70,750,290,0.71,75,4.0,120,0,0,50,410,1200,Strigoi Vampire Lord,0,,0.75,,,,,,,,,,50,0,50,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",1
207,"['Claws of Mourkain', 'Ghoul King of Ushoran', 'Death Shriek', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",,80,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,45,88,130,0,0,0,15,0,very_large,,,,vmp,['Vampire Counts'],large,6270,6270,3.5,wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1,70,1600,295,0.7,42,4.0,125,0,35,45,420,2200,Strigoi Vampire Lord on Terrorgheist,0,,3.5,,,,,,,,,,90,90,65,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",1
208,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,25,44,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,3051,3051,2.2,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0,80,600,170,0.35,70,4.0,310,0,0,45,480,950,Von Carstein Vampire Lord,35,,0.7,,,,,,,,,,38,0,38,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
209,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",,110,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,50,108,0,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.0,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1,80,1500,170,0.35,70,4.0,310,0,0,45,480,1200,Von Carstein Vampire Lord on Barded Nightmare,35,,1.4,,,,,,,,,,66,0,66,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
210,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,50,95,130,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3510,3510,2.3,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2,80,900,170,0.35,70,4.0,310,0,0,45,480,1400,Von Carstein Vampire Lord on Hellsteed,35,,1.4,,,,,,,,,,105,105,65,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
211,"['Storm of the Night', 'Pestilential Breath', 'Undeath Resurgent', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,['Vampire Counts'],large,5583,5583,4.5,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3,80,2200,380,0.73,44,3.8,140,0,0,44,520,2100,Von Carstein Vampire Lord on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
212,"['Undeath Resurgent', 'Master of the Dead', 'Crumbling', 'Disintegrating', 'Lord of Undeath']",,35,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,43,108,0,0,0,0,15,0,medium,,,,vmp,"['The Barrow Legion', 'Vampire Counts']",large,3510,3510,2.0,wh2_dlc11_vmp_cha_heinrich_kemmler_1,75,1500,120,0.35,38,4.0,220,0,0,45,340,650,Heinrich Kemmler on Barded Nightmare,0,,1.4,,,,,,,,,,66,0,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
213,"['Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",,15,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,12,41,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,3456,3456,2.2,wh_dlc04_vmp_cha_helman_ghorst_0,70,800,120,0.35,30,4.0,220,0,0,44,340,450,Helman Ghorst,0,,0.7,,,,,,,,,,34,0,34,"['Awaken from the Grave', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
214,"['The Reliquary Corruption', 'Unholy Lodestone', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",,45,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,12,25,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],large,5181,5181,1.7,wh_dlc04_vmp_cha_helman_ghorst_1,70,450,120,0.35,30,4.0,220,0,0,44,340,850,Helman Ghorst on The Brothers Ghorst Corpse Cart ,0,,0.5,,,,,,,,,,23,0,23,"['Awaken from the Grave', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
215,"['Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",,45,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,12,25,0,0,0,0,15,0,small,,,,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",large,4281,4281,1.7,wh_dlc04_vmp_cha_master_necromancer_1,66,450,90,0.3,33,4.0,210,0,0,33,300,600,Master Necromancer on Corpse Cart,0,,0.5,,,,,,,,,,23,0,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
216,"['Balefire', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",,45,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,12,25,0,0,0,0,15,0,small,,,,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",large,4281,4281,1.7,wh_dlc04_vmp_cha_master_necromancer_2,66,450,90,0.3,33,4.0,210,0,0,33,300,750,Master Necromancer on Corpse Cart (Balefire),0,,0.5,,,,,,,,,,23,0,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
217,"['Unholy Lodestone', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",,45,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,12,25,0,0,0,0,15,0,small,,,,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",large,4281,4281,1.7,wh_dlc04_vmp_cha_master_necromancer_3,66,450,90,0.3,33,4.0,210,0,0,33,300,850,Master Necromancer on Corpse Cart (Unholy Lodestone),0,,0.5,,,,,,,,,,23,0,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
218,"['Blood Lust', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",,15,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,35,60,0,0,0,0,15,0,small,,,,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",small,4032,4032,2.2,wh_dlc04_vmp_cha_strigoi_ghoul_king_0,60,750,290,0.71,54,4.0,120,0,0,40,410,1000,Strigoi Ghoul King,0,,0.75,,,,,,,,,,50,0,50,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",1
219,"['Death Shriek', 'Blood Lust', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",,80,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,88,130,0,0,0,15,0,very_large,,,,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",large,5970,5970,3.5,wh_dlc04_vmp_cha_strigoi_ghoul_king_1,60,1600,295,0.7,40,4.0,125,0,35,42,420,2050,Strigoi Ghoul King on Terrorgheist,0,,3.5,,,,,,,,,,90,90,65,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",1
220,"['Master of Beguilement', 'Aura of Dark Grandeur', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,28,46,0,0,0,0,15,0,small,,,,vmp,"['Von Carstein', 'Vampire Counts']",small,4122,4122,2.2,wh_dlc04_vmp_cha_vlad_von_carstein_0,85,900,170,0.35,70,4.0,310,0,0,50,480,1000,Vlad von Carstein,0,,0.7,,,,,,,,,,40,0,40,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
221,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,35,44,0,0,0,0,15,0,small,,,,vmp,"['Mousillon', 'Vampire Counts']",small,3156,3156,2.2,wh_dlc05_vmp_cha_red_duke_0,80,600,180,0.35,70,4.0,330,0,0,48,510,1150,The Red Duke,35,,0.7,,,,,,,,,,38,0,38,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
222,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,60,95,130,0,0,0,15,0,medium,,,,vmp,"['Mousillon', 'Vampire Counts']",large,3645,3645,2.3,wh_dlc05_vmp_cha_red_duke_1,80,900,180,0.35,70,4.0,330,0,0,48,510,1600,The Red Duke on Hellsteed,35,,1.4,,,,,,,,,,105,105,65,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
223,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,110,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,60,108,0,0,0,0,15,0,medium,,,,vmp,"['Mousillon', 'Vampire Counts']",large,3645,3645,2.0,wh_dlc05_vmp_cha_red_duke_2,80,1500,180,0.35,70,4.0,330,0,0,48,510,1400,The Red Duke on Barded Nightmare,35,,1.4,,,,,,,,,,66,0,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
224,"['Pestilential Breath', 'El Syf', 'Foe-Seeker', 'Swarm of Flies', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,"['Mousillon', 'Vampire Counts']",large,5583,5583,4.5,wh_dlc05_vmp_cha_red_duke_3,80,2200,380,0.73,44,3.8,140,0,0,44,520,2250,The Red Duke on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
225,"['Undeath Resurgent', 'Master of the Dead', 'Crumbling', 'Disintegrating', 'Lord of Undeath']",,15,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,18,41,0,0,0,0,15,0,small,,,,vmp,"['The Barrow Legion', 'Vampire Counts']",small,2856,2856,2.2,wh_main_vmp_cha_heinrich_kemmler,75,800,120,0.35,38,4.0,220,0,0,45,340,400,Heinrich Kemmler,0,,0.7,,,,,,,,,,34,0,34,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
226,"['Master of the Black Arts', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'hide_forest', 'undead']",,Lord,Wizard,25,46,0,0,0,0,15,0,small,,,,vmp,['Vampire Counts'],small,3156,3156,2.2,wh_main_vmp_cha_mannfred_von_carstein_0,80,900,170,0.35,70,4.0,310,0,0,50,480,950,Mannfred von Carstein,0,,0.7,,,,,,,,,,40,0,40,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
227,"['Master of the Black Arts', 'The Hunger', 'Crumbling', 'Disintegrating']",,90,"['causes_fear', 'encourages', 'undead']",,Lord,Wizard,50,95,130,0,0,0,15,0,medium,,,,vmp,['Vampire Counts'],large,3645,3645,2.3,wh_main_vmp_cha_mannfred_von_carstein_2,80,900,170,0.35,70,4.0,310,0,0,50,480,1400,Mannfred von Carstein on Hellsteed,0,,1.4,,,,,,,,,,105,105,65,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
228,"['Pestilential Breath', 'Swarm of Flies', 'Master of the Black Arts', 'The Hunger', 'Crumbling', 'Disintegrating']",,70,"['causes_fear', 'causes_terror', 'encourages', 'undead']",,Lord,Wizard,40,95,125,0,0,0,25,0,very_large,,,,vmp,['Vampire Counts'],large,5583,5583,4.5,wh_main_vmp_cha_mannfred_von_carstein_3,80,2200,380,0.73,46,3.8,140,0,0,46,520,2150,Mannfred von Carstein on Zombie Dragon,0,,4.5,,,,,,,,,,90,90,65,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",1
